,Overall,Potential,Age,Height(in cm),Weight(in kg),Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Curve,Acceleration,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Aggression,Vision,Penalties,Composure, GoalkeeperKicking,Nationality,Preferred Foot
16055,58,70,21,188,89,3,2,1,80,53,41,59,20,57,39,58,59,46,35,79,66,50,69,52,57,55,70,29,49,51,46,8,United States,Right
16056,58,72,21,175,76,3,3,1,80,48,48,62,29,54,46,48,32,49,43,77,75,51,73,45,58,56,57,44,54,49,54,12,China PR,Right
16057,58,70,21,191,77,3,1,1,57,56,62,62,29,57,14,8,11,18,11,32,29,46,34,47,43,26,48,18,39,15,26,62,England,Right
16058,58,69,20,175,76,3,2,1,68,53,57,62,53,55,51,53,41,61,48,71,73,48,73,54,69,58,53,55,58,52,57,13,Belgium,Left
16059,58,74,20,172,70,3,2,1,68,56,53,62,30,40,53,57,41,58,49,66,59,41,77,67,36,43,42,33,49,62,50,11,Turkey,Left
16060,58,65,24,191,83,3,2,1,71,37,46,48,57,64,48,37,56,51,41,69,52,54,64,40,67,54,72,55,36,32,42,10,Norway,Left
16061,58,71,19,181,70,3,2,1,55,32,50,40,59,57,56,26,52,56,37,64,46,54,67,48,74,52,60,53,39,45,57,8,Netherlands,Left
16062,58,72,21,184,80,3,2,1,67,28,41,41,59,64,42,21,60,46,28,66,55,50,59,43,75,65,70,46,32,38,44,12,Switzerland,Right
16063,58,58,27,185,83,3,2,1,57,57,54,57,40,74,50,59,62,58,48,62,62,49,61,58,76,72,80,60,54,48,56,12,China PR,Right
16064,58,65,23,175,58,2,2,1,80,46,50,63,37,37,52,44,39,53,52,84,81,46,82,57,41,50,32,31,52,48,51,14,Congo DR,Left
16065,58,68,23,195,89,3,1,1,57,58,55,58,25,59,14,11,17,26,12,23,38,49,30,41,39,15,68,21,25,11,31,55,Italy,Right
16066,58,75,18,172,60,4,2,1,64,43,59,64,30,40,55,47,28,63,55,69,77,40,79,42,67,41,45,21,60,41,45,6,Belgium,Right
16067,58,58,28,180,67,3,3,1,70,51,53,57,50,66,55,49,48,53,58,70,60,57,73,59,69,73,60,69,54,52,56,9,England,Right
16068,58,72,18,170,65,2,2,1,58,26,44,41,58,47,55,22,53,57,31,59,46,56,78,34,66,58,41,45,28,35,42,10,Colombia,Right
16069,58,65,23,193,76,2,1,1,58,57,56,60,19,54,10,5,13,22,11,21,27,52,25,42,36,19,63,27,36,13,32,56,Australia,Right
16070,58,63,25,175,70,3,2,1,71,46,50,56,49,62,53,45,38,54,45,71,72,54,70,54,47,74,60,58,45,49,45,14,Korea Republic,Right
16071,58,58,30,188,82,3,1,1,60,54,56,59,27,57,10,7,13,24,15,27,29,52,35,42,49,23,59,21,40,11,32,56,United States,Right
16072,58,63,25,178,68,3,2,1,62,25,41,42,56,69,31,20,57,53,30,51,47,49,52,38,82,70,73,55,29,31,44,9,Saudi Arabia,Right
16073,58,66,23,188,80,3,2,1,71,51,56,58,49,57,52,49,44,60,41,70,56,55,65,57,63,60,56,55,60,35,57,13,Sweden,Right
16074,58,65,24,193,81,2,2,1,63,24,34,38,58,67,22,18,59,46,22,63,42,51,43,38,69,57,78,52,26,34,40,8,United States,Right
16075,58,67,20,176,75,3,2,1,67,30,38,53,56,58,49,29,44,37,32,69,56,58,71,31,63,58,57,60,35,40,39,13,France,Right
16076,58,72,19,182,79,3,3,1,55,60,51,56,32,58,38,64,55,58,56,55,58,51,55,58,57,66,63,38,45,65,47,10,Peru,Right
16077,58,77,18,175,62,3,2,1,78,58,45,56,22,49,38,60,56,49,45,77,70,52,77,60,60,57,49,35,52,60,49,13,England,Right
16078,58,64,25,186,79,2,1,1,58,56,55,59,46,55,17,16,12,25,13,48,38,55,57,41,52,44,57,24,23,22,33,55,Sweden,Right
16079,58,58,34,178,75,1,2,1,60,31,43,44,58,59,30,27,50,58,21,55,48,62,68,46,76,54,60,56,30,33,56,11,China PR,Right
16080,58,69,20,195,84,2,1,1,55,58,59,59,27,58,13,8,13,32,15,24,38,55,25,44,36,22,67,22,39,15,38,59,Peru,Right
16081,58,66,21,188,79,2,2,1,52,28,40,40,58,61,48,24,65,43,32,48,34,47,43,42,39,37,77,58,30,31,38,11,Mali,Left
16082,58,77,18,192,81,3,2,1,55,55,44,54,25,63,33,61,63,53,32,55,53,57,53,58,69,47,75,51,48,54,42,14,Germany,Right
16083,58,67,21,180,70,5,2,1,58,57,39,59,19,59,32,61,59,42,39,62,61,58,66,62,60,54,61,62,46,53,49,12,Austria,Right
16084,58,82,16,178,75,3,2,1,90,47,47,62,38,56,49,47,37,48,42,90,87,39,70,52,49,61,58,44,50,48,46,10,United States,Right
16085,58,59,27,173,70,3,3,1,69,51,58,62,32,52,57,55,39,61,47,69,72,50,76,50,57,58,51,48,56,53,51,15,Saudi Arabia,Right
16086,58,62,25,198,77,2,2,1,46,55,50,53,32,67,42,59,71,54,40,54,49,59,35,57,34,62,79,53,54,50,53,14,Norway,Right
16087,58,77,19,193,84,2,1,1,59,57,49,56,27,59,10,8,10,22,10,31,26,51,60,37,61,24,54,27,35,10,43,49,Germany,Right
16088,58,58,29,192,92,3,1,1,61,59,58,57,24,56,18,11,16,25,14,20,31,51,25,44,39,23,68,26,41,17,47,58,Poland,Right
16089,58,66,21,190,80,3,1,1,61,56,61,60,19,53,13,8,11,21,14,18,23,51,27,46,38,28,57,27,31,13,29,61,Turkey,Right
16090,58,78,18,183,70,3,2,1,55,44,52,59,57,58,50,42,59,58,50,63,57,58,64,56,60,52,58,67,43,55,49,11,Netherlands,Right
16091,58,70,20,177,72,3,2,1,64,58,50,59,29,53,40,61,50,58,43,63,60,55,72,58,56,55,57,42,52,54,47,14,Sweden,Right
16092,58,72,21,175,62,3,3,1,81,43,51,65,35,40,55,40,30,52,47,80,90,44,90,51,35,50,38,36,53,42,50,6,Mali,Right
16093,58,70,19,180,74,3,2,1,64,56,51,64,55,67,48,54,31,55,41,63,65,55,70,65,59,65,72,58,54,47,63,10,Chile,Right
16094,58,70,19,178,76,2,2,1,59,32,45,45,59,60,32,27,57,55,33,55,56,49,67,49,55,59,60,60,44,39,41,7,Paraguay,Right
16095,58,80,18,178,73,3,3,1,66,54,59,65,47,50,50,52,43,63,57,69,88,52,47,58,51,50,51,47,61,52,66,13,England,Right
16096,58,59,25,185,75,2,2,1,64,34,51,53,57,63,52,33,57,55,55,67,58,53,53,38,65,54,71,52,45,33,57,13,Wales,Left
16097,58,61,25,172,57,2,3,1,76,44,51,62,42,42,52,44,43,56,43,68,80,56,85,46,69,48,31,57,52,44,40,15,China PR,Right
16098,58,65,23,180,75,2,2,1,66,32,46,56,52,59,50,33,45,52,35,67,62,55,65,30,63,66,56,55,41,33,38,7,Sweden,Left
16099,58,76,17,185,77,3,2,1,64,47,56,56,56,59,49,40,57,63,48,64,56,56,57,62,60,60,60,57,55,50,42,14,Germany,Right
16100,58,66,21,184,85,3,2,1,54,29,43,47,57,65,35,24,54,52,29,55,46,53,58,42,72,55,74,52,40,48,50,7,England,Left
16101,58,68,19,180,73,3,2,1,66,34,41,54,55,62,56,35,45,39,42,61,48,53,59,30,45,72,58,62,38,35,46,8,Korea Republic,Right
16102,58,58,29,180,72,3,2,1,47,47,50,51,56,73,38,39,56,57,47,49,57,54,56,57,64,67,75,76,49,41,46,14,India,Right
16103,58,66,23,173,68,3,3,1,80,53,41,68,26,53,41,58,31,41,64,81,76,41,72,57,51,62,56,33,41,45,46,11,Albania,Right
16104,58,58,29,184,70,3,2,1,66,28,47,48,53,60,57,30,42,55,37,68,63,52,65,23,58,73,61,43,36,36,41,8,Australia,Left
16105,58,74,18,192,80,3,2,1,64,30,39,39,56,67,38,22,61,49,24,60,44,55,46,41,64,65,72,59,29,35,45,14,Belgium,Right
16106,58,63,25,182,73,3,2,1,61,31,48,43,60,58,59,27,53,52,35,56,39,48,64,44,74,65,60,42,33,40,53,13,Spain,Right
16107,58,73,19,195,87,2,1,1,58,56,61,59,20,57,10,6,14,26,12,17,25,47,21,46,34,17,59,22,42,18,38,61,England,Right
16108,58,59,27,180,60,3,2,1,62,49,60,60,53,62,59,46,48,62,61,59,65,54,64,59,58,66,63,55,58,50,58,7,Australia,Left
16109,58,68,20,174,69,3,2,1,63,55,44,60,19,56,27,62,60,53,30,63,60,65,72,44,71,55,65,30,44,65,45,12,Bolivia,Right
16110,58,59,27,184,75,3,2,1,71,38,47,57,56,70,34,30,53,50,35,70,63,55,65,50,65,68,76,59,60,40,55,16,China PR,Right
16111,58,67,21,186,80,2,2,1,61,34,45,44,58,65,47,31,53,55,31,64,47,52,56,45,72,66,68,52,28,42,39,6,Sweden,Right
16112,58,71,20,182,75,3,2,1,70,52,52,59,45,56,49,51,48,58,48,71,64,54,65,60,62,55,58,49,50,42,57,8,Denmark,Right
16113,58,72,18,192,78,3,2,1,66,58,44,56,18,57,35,60,51,46,45,62,61,53,39,63,66,48,71,30,57,58,56,7,Slovakia,Right
16114,58,75,19,184,70,3,2,1,65,43,50,55,52,61,55,43,42,54,50,62,66,54,54,49,62,68,58,57,51,35,44,10,Scotland,Right
16115,58,61,25,171,65,2,3,1,75,45,51,63,32,40,58,48,45,54,43,77,82,47,85,45,39,54,37,31,48,48,43,12,Saudi Arabia,Right
16116,58,70,21,171,67,3,3,1,72,49,50,64,24,38,56,54,32,55,49,73,81,49,83,48,41,53,36,24,47,47,53,13,Germany,Right
16117,58,68,21,168,70,3,2,1,75,47,54,65,38,50,50,49,41,59,41,79,82,59,89,50,62,56,46,51,55,43,56,12,Sweden,Left
16118,58,73,19,185,78,2,1,1,59,54,53,60,30,54,13,8,11,28,10,31,39,57,41,40,59,20,47,20,39,17,36,53,France,Right
16119,58,63,24,178,68,3,2,1,72,54,48,62,37,60,42,56,54,52,37,71,68,53,65,50,69,76,59,39,54,55,53,10,Saudi Arabia,Right
16120,58,59,26,175,67,3,3,1,91,48,47,58,43,55,54,48,36,45,46,90,76,42,71,50,60,63,59,36,50,50,43,11,Saudi Arabia,Right
16121,58,61,27,196,93,2,1,1,55,60,58,55,36,58,9,10,20,30,14,40,32,52,24,44,53,25,75,35,52,11,30,58,United States,Right
16122,58,76,18,170,68,3,3,1,79,54,53,59,36,48,54,56,44,56,58,82,75,57,85,61,48,59,44,46,49,57,56,14,Italy,Right
16123,58,63,25,182,79,3,1,1,59,56,60,61,45,56,22,14,14,35,17,46,42,48,50,45,64,28,56,24,42,20,38,60,Norway,Right
16124,58,65,21,178,75,3,2,1,82,56,50,61,39,49,41,58,48,55,52,82,70,57,69,54,60,49,53,36,52,50,57,8,Wales,Right
16125,58,71,20,186,73,2,2,1,66,51,52,56,56,59,41,44,52,61,44,63,58,55,61,66,65,46,64,61,47,46,47,13,Canada,Right
16126,58,62,23,188,78,3,2,1,51,26,38,41,58,67,24,22,56,52,21,59,44,56,51,38,75,66,72,54,33,37,48,9,Australia,Left
16127,58,65,21,179,76,2,1,1,58,61,62,59,27,55,13,7,16,27,13,26,35,45,47,47,61,22,42,26,29,17,36,62,Bolivia,Right
16128,58,69,21,186,78,3,1,1,59,56,54,60,23,53,14,6,10,19,14,24,36,58,46,41,73,16,49,45,30,11,34,54,England,Right
16129,58,66,19,174,65,3,2,1,81,56,49,64,19,38,41,64,42,59,52,79,77,51,85,48,45,48,37,25,48,59,54,11,France,Right
16130,58,60,26,184,85,2,1,1,59,58,57,61,16,60,10,8,12,29,12,14,23,38,30,43,37,23,61,15,39,14,36,57,Australia,Right
16131,58,69,20,188,88,2,1,1,62,56,54,60,20,49,9,5,12,14,14,18,29,57,30,41,51,17,56,20,28,12,30,54,Belgium,Right
16132,58,71,19,187,76,3,2,1,62,29,38,48,57,66,28,22,60,45,28,63,52,54,59,46,59,63,67,67,32,35,56,12,Ukraine,Right
16133,58,61,24,185,76,3,2,1,37,26,41,41,55,73,22,20,59,54,24,34,34,52,52,40,77,70,77,64,38,33,59,7,Republic of Ireland,Left
16134,58,68,22,182,75,3,2,1,70,52,59,59,50,62,58,48,40,61,63,72,71,56,71,58,60,67,62,58,57,52,55,8,Australia,Right
16135,58,68,20,175,64,3,2,1,73,47,54,60,53,61,51,45,43,58,48,74,79,53,81,47,51,66,68,41,54,52,55,10,Northern Ireland,Right
16136,58,69,21,190,78,3,2,1,59,31,40,46,57,68,36,29,59,48,31,55,46,53,54,42,63,62,76,56,36,41,50,12,Republic of Ireland,Right
16137,58,64,23,185,70,3,2,1,61,57,55,58,42,56,52,58,56,58,56,56,62,51,62,59,57,69,54,45,52,52,55,12,Republic of Ireland,Right
16138,58,76,18,178,66,3,3,1,59,56,58,60,21,43,57,57,30,60,59,59,61,55,66,56,37,49,37,50,54,49,50,14,Netherlands,Left
16139,58,69,22,199,95,2,1,1,58,57,57,55,18,59,14,7,13,29,12,18,22,51,27,43,38,21,75,27,26,13,30,57,Netherlands,Right
16140,58,66,24,192,85,3,2,1,64,24,37,45,58,64,28,16,55,46,32,62,45,52,49,38,70,57,71,54,31,32,52,9,Brazil,Left
16141,58,65,24,188,91,2,1,1,59,54,58,60,33,55,13,15,14,28,12,35,29,53,34,44,45,26,59,17,25,12,36,58,United States,Right
16142,58,72,20,190,85,3,2,1,52,52,56,57,55,68,50,50,55,59,54,54,53,62,50,56,68,52,79,61,60,46,58,14,Republic of Ireland,Right
16143,58,66,21,178,72,3,2,1,68,50,54,58,54,57,46,54,45,65,38,66,59,55,66,52,70,61,60,39,48,42,52,15,Australia,Right
16144,58,58,33,197,93,2,1,1,58,57,55,58,39,56,13,13,14,32,13,38,25,58,51,41,60,21,72,23,41,16,59,55,Korea Republic,Right
16145,58,68,21,183,75,3,3,1,61,59,42,56,23,58,36,58,57,46,60,59,64,56,54,63,63,61,59,51,46,60,42,12,Italy,Right
16146,58,78,18,182,72,3,2,1,67,32,49,47,59,61,51,29,60,58,29,66,55,51,50,38,62,66,65,45,33,47,45,13,Ecuador,Right
16147,58,65,21,170,60,2,2,1,64,39,52,54,54,52,58,23,40,58,50,68,74,53,83,55,64,60,46,54,39,36,39,13,United States,Right
16148,58,70,19,185,75,3,2,1,58,31,44,51,59,56,27,26,55,60,31,63,43,53,58,48,69,54,57,52,30,45,47,8,Netherlands,Right
16149,58,71,19,177,62,3,3,1,67,51,57,60,51,54,57,54,56,59,56,66,72,50,74,53,62,63,52,46,59,50,58,14,Republic of Ireland,Right
16150,58,66,22,187,80,2,1,1,61,56,55,59,25,52,10,9,10,17,12,25,27,54,31,41,44,22,57,24,23,17,37,55,Netherlands,Right
16151,58,72,19,169,62,3,2,1,68,50,51,60,25,39,52,53,33,57,38,69,63,53,82,54,46,54,35,26,49,44,47,8,Chile,Right
16152,58,67,22,183,78,3,3,1,63,55,48,62,26,53,45,59,31,48,66,65,63,59,63,60,44,55,63,29,52,49,64,9,United States,Right
16153,58,69,22,180,71,4,2,1,67,45,60,63,44,52,52,39,39,66,50,69,75,55,74,56,53,53,54,43,60,49,56,7,Germany,Left
16154,58,63,26,178,75,3,2,1,68,26,43,46,57,69,45,24,55,47,30,69,67,52,73,30,72,69,75,54,36,31,46,14,Saudi Arabia,Right
16155,58,69,22,194,90,2,2,1,52,57,36,52,24,63,26,61,66,44,28,48,49,49,56,58,62,44,80,44,41,55,45,7,Italy,Right
16156,58,72,19,178,71,3,2,1,67,40,55,59,51,61,47,39,48,62,34,65,71,56,72,44,69,66,60,57,55,33,46,12,Sweden,Right
16157,58,71,20,190,70,4,3,1,83,54,47,59,17,61,44,56,46,53,40,86,69,45,59,54,66,64,71,29,49,57,52,13,England,Right
16158,58,77,19,179,74,3,2,1,67,46,54,62,30,51,47,52,39,63,40,66,78,52,75,41,52,55,55,35,55,40,51,12,Germany,Right
16159,58,74,18,190,77,3,1,1,62,57,56,62,26,55,15,8,12,28,13,21,25,44,38,42,62,25,48,15,38,12,33,56,Germany,Right
16160,58,76,18,189,74,4,1,1,58,60,55,60,32,57,10,5,13,23,12,31,30,42,36,41,59,24,51,27,35,15,37,55,Germany,Right
16161,58,63,23,190,65,3,2,1,51,33,48,53,57,66,39,29,56,56,38,53,56,53,51,48,63,64,69,61,44,35,58,14,Republic of Ireland,Right
16162,58,70,18,184,74,3,3,1,53,60,54,58,26,50,55,66,61,58,35,55,57,51,55,58,61,54,56,27,49,67,47,11,Ecuador,Right
16163,58,58,36,178,67,3,2,1,42,50,56,60,55,63,54,46,54,62,61,52,34,73,52,51,56,56,70,58,51,50,66,12,China PR,Right
16164,58,73,19,188,78,2,2,1,58,32,44,46,57,67,28,28,55,54,35,61,44,50,61,44,52,64,73,58,33,44,48,7,Poland,Left
16165,58,59,28,190,88,2,1,1,59,56,57,58,40,58,14,17,11,25,19,38,38,54,42,43,66,42,81,34,15,24,35,57,Wales,Left
16166,58,76,18,172,61,3,2,1,65,51,60,70,40,40,53,50,44,67,54,66,63,52,84,58,52,46,35,41,56,52,63,8,France,Right
16167,58,71,19,181,77,2,2,1,66,28,51,56,54,63,58,24,56,55,40,66,70,52,64,33,71,63,67,51,48,34,47,11,Luxembourg,Right
16168,58,67,20,186,81,3,2,1,55,34,43,46,57,65,32,35,55,54,29,55,55,57,60,38,72,63,70,55,37,40,46,6,Germany,Right
16169,58,58,35,187,80,3,1,1,60,57,57,59,42,56,12,11,11,32,10,40,42,51,56,43,53,45,60,31,32,12,43,57,Korea Republic,Right
16170,58,70,20,196,80,2,1,1,57,57,57,58,19,60,15,9,10,40,29,20,32,53,44,43,41,35,50,26,34,12,32,57,Iceland,Right
16171,58,64,21,182,74,3,2,1,68,50,56,61,55,50,59,55,54,60,49,69,72,57,65,50,58,34,57,48,49,44,57,7,Venezuela,Left
16172,58,75,19,178,70,4,2,1,68,42,58,62,46,48,41,40,36,68,42,71,70,55,74,50,55,51,48,43,65,48,63,6,Finland,Right
16173,58,73,20,175,65,3,2,1,62,60,53,59,35,54,49,63,59,55,44,61,64,58,70,55,60,54,56,45,60,60,53,7,Chile,Right
16174,58,77,18,184,70,2,1,1,62,62,63,59,32,54,14,12,10,17,12,34,32,35,53,47,58,30,54,28,29,16,30,63,Venezuela,Right
16175,58,65,23,191,84,2,2,1,66,59,41,52,20,66,32,60,60,44,42,63,56,53,48,63,64,63,73,51,48,61,50,13,United States,Right
16176,58,78,19,187,75,3,2,1,51,37,52,48,59,62,47,34,51,54,42,49,47,54,52,41,68,55,67,56,59,46,63,7,Portugal,Right
16177,58,62,23,188,82,3,2,1,62,53,56,60,55,71,45,53,47,61,52,63,66,57,64,64,63,60,82,60,57,39,54,10,England,Right
16178,58,63,25,186,78,4,2,1,55,60,42,54,18,56,29,63,62,50,33,56,54,55,54,60,60,54,67,30,48,60,43,11,Sweden,Right
16179,58,66,21,182,69,2,2,1,73,58,51,54,24,56,47,61,63,55,50,69,58,55,53,57,69,69,52,48,49,59,50,15,Gambia,Right
16180,58,69,19,194,86,3,2,1,58,24,33,41,58,69,26,22,56,41,28,62,40,51,35,30,66,62,81,50,28,38,53,5,Indonesia,Left
16181,58,69,21,180,70,3,2,1,67,40,58,60,51,57,63,39,58,60,58,68,72,48,69,46,57,58,59,50,52,46,53,12,Romania,Left
16182,58,66,23,185,74,3,2,1,65,45,56,61,60,65,54,41,54,61,56,64,69,62,53,54,67,65,66,60,50,39,54,12,England,Right
16183,58,70,19,187,80,3,2,1,65,58,39,55,19,64,30,62,55,47,38,62,52,57,51,62,58,55,74,52,44,55,42,9,Germany,Left
16184,58,62,25,184,72,3,2,1,73,45,53,62,54,65,40,42,65,57,44,70,78,64,59,55,70,67,67,54,61,44,48,10,China PR,Right
16185,58,69,20,188,77,2,2,1,64,24,42,50,56,63,28,20,58,56,32,62,48,50,55,36,66,54,69,58,30,34,48,14,Iceland,Left
16186,58,67,19,183,79,3,3,1,54,54,58,57,57,57,55,56,55,62,48,55,55,61,53,47,62,55,57,57,57,61,56,6,Colombia,Right
16187,58,73,20,192,80,2,1,1,55,59,60,66,21,55,12,6,11,19,14,23,28,42,29,45,33,23,56,17,32,18,39,60,Bosnia and Herzegovina,Left
16188,58,73,19,180,70,3,2,1,64,29,44,57,54,51,54,29,44,48,30,69,67,56,69,29,61,53,48,52,40,33,56,11,Belgium,Right
16189,58,72,21,188,78,2,3,1,52,56,56,61,32,60,50,50,46,58,62,54,65,58,57,68,34,54,71,48,60,58,56,9,Italy,Left
16190,58,69,18,165,60,3,2,1,71,41,52,54,52,57,58,40,51,56,35,70,65,42,66,42,67,68,55,44,45,41,44,14,Peru,Right
16191,58,73,19,192,82,3,2,1,57,35,39,42,58,63,30,30,61,51,36,53,38,53,57,52,69,50,73,55,26,38,48,7,England,Right
16192,58,67,20,178,64,3,2,1,73,39,51,57,52,58,56,35,45,53,52,73,74,52,75,52,68,65,56,52,46,35,48,15,Norway,Left
16193,58,65,21,194,75,5,2,1,53,35,42,40,58,64,33,29,59,49,34,51,39,47,51,51,55,54,73,55,35,35,50,8,England,Left
16194,58,65,23,175,70,2,2,1,76,23,43,56,52,67,52,21,42,47,32,72,75,50,74,21,66,61,64,80,33,35,41,15,Saudi Arabia,Left
16195,58,65,24,182,78,3,2,1,70,57,48,55,23,62,49,59,55,46,48,67,66,54,53,54,73,67,70,35,52,59,50,5,India,Right
16196,58,70,19,175,65,3,2,1,76,52,53,62,26,53,58,54,33,60,54,78,76,42,82,59,66,73,46,44,50,34,49,11,Belgium,Right
16197,58,61,25,191,85,2,2,1,69,46,46,48,56,59,52,42,59,49,55,65,50,49,55,56,64,62,61,50,32,60,38,5,England,Right
16198,58,71,18,189,81,3,2,1,65,27,37,52,57,66,32,21,53,41,33,68,52,49,52,39,75,58,76,51,35,41,44,13,Poland,Right
16199,58,66,22,184,75,2,1,1,57,56,55,65,26,52,14,7,11,18,11,26,39,58,47,41,60,24,40,22,27,14,35,55,Italy,Right
16200,58,72,19,189,74,3,2,1,53,29,35,40,58,65,28,27,55,45,28,52,50,48,51,40,70,60,65,68,29,52,48,14,Turkey,Right
16201,58,65,22,187,77,3,2,1,70,57,40,54,27,65,33,57,64,51,26,67,62,45,57,67,70,57,72,55,47,58,52,5,Nigeria,Right
16202,58,61,24,178,79,3,2,1,78,54,55,54,36,55,47,57,41,62,42,80,71,54,64,57,54,45,65,42,56,47,53,7,United States,Right
16203,58,67,23,168,63,3,2,1,65,55,52,60,35,48,39,56,49,60,48,63,57,60,88,60,54,52,47,46,60,48,52,12,Korea Republic,Right
16204,58,67,21,180,72,5,1,1,60,56,58,61,24,58,14,9,13,15,14,22,35,43,46,44,57,26,49,20,33,15,26,58,Belgium,Right
16205,58,64,23,188,85,2,2,1,53,26,39,44,57,58,30,22,61,56,22,54,55,60,61,36,66,58,57,60,28,33,42,13,Venezuela,Right
16206,58,73,19,182,73,3,2,1,70,29,46,59,54,57,53,30,50,49,43,69,66,50,62,26,54,62,57,49,41,40,40,13,Germany,Left
16207,58,73,19,190,75,3,1,1,60,56,57,60,33,58,8,7,12,21,12,33,31,42,31,43,49,21,44,24,39,18,21,57,Poland,Right
16208,58,68,21,175,69,3,2,1,74,28,49,55,53,58,54,23,48,53,35,75,59,50,71,29,60,58,60,51,43,39,45,8,Saudi Arabia,Left
16209,58,58,28,180,73,3,2,1,65,58,45,56,23,61,41,58,62,49,56,66,62,52,63,58,71,50,70,51,47,59,51,9,Saudi Arabia,Right
16210,58,59,30,190,87,2,1,1,59,60,52,58,24,57,11,8,10,25,14,27,26,46,29,39,35,25,74,20,36,16,33,52,Ukraine,Right
16211,58,72,20,185,72,3,3,1,66,48,47,59,57,61,50,50,52,47,43,64,55,61,64,49,65,56,66,55,58,42,47,9,Spain,Right
16212,58,74,19,181,67,3,2,1,59,63,44,56,21,43,36,69,63,51,40,61,58,58,67,58,61,52,41,31,47,69,50,13,France,Right
16213,58,70,21,175,70,3,2,1,72,48,58,62,51,57,55,46,50,63,54,71,77,54,77,59,69,66,53,54,53,42,48,8,Norway,Left
16214,58,61,26,175,75,3,2,1,71,59,48,60,33,65,47,60,49,52,54,72,74,49,73,62,59,66,67,60,47,52,51,9,England,Right
16215,58,58,30,171,64,3,2,1,77,51,51,58,48,57,56,45,42,51,60,78,75,51,82,64,36,85,50,46,42,35,49,8,India,Left
16216,58,58,28,171,67,3,2,1,76,42,50,57,50,70,55,33,51,52,51,73,77,55,80,51,58,70,64,86,52,51,45,15,India,Right
16217,58,73,19,172,64,2,2,1,62,28,38,45,61,55,28,28,58,54,26,61,52,60,72,36,62,62,50,59,27,31,45,7,Venezuela,Right
16218,58,75,19,181,79,3,2,1,65,49,55,60,54,62,44,47,56,63,49,64,60,60,66,59,60,64,59,65,53,50,45,13,Germany,Left
16219,58,60,26,179,74,3,2,1,76,56,48,58,33,64,43,58,54,52,47,75,74,55,68,56,76,67,68,46,50,57,55,9,England,Right
16220,58,75,18,179,74,2,2,1,55,40,54,60,54,54,40,33,56,65,41,55,67,58,66,54,56,50,53,62,54,51,41,7,France,Right
16221,58,63,22,179,71,2,2,1,65,51,52,56,54,57,54,52,51,56,47,66,65,51,65,53,55,64,54,54,45,48,48,13,Republic of Ireland,Left
16222,58,67,22,195,81,4,2,1,59,48,54,56,53,65,36,48,45,64,35,65,55,58,65,54,64,65,67,61,56,41,42,9,United States,Right
16223,58,65,23,180,76,3,2,1,66,44,59,58,51,66,51,42,54,68,47,64,66,65,69,53,63,64,68,62,58,52,58,8,Italy,Left
16224,58,67,22,172,68,3,2,1,70,52,52,59,53,50,55,52,54,56,42,68,82,51,71,58,50,60,51,36,51,47,50,7,Switzerland,Right
16225,58,69,21,188,79,3,1,1,59,56,57,58,33,57,12,7,11,17,12,29,28,49,47,43,64,28,43,17,38,17,39,57,England,Right
16226,58,63,25,170,65,3,2,1,63,37,52,60,54,62,42,33,49,57,45,66,60,55,81,44,61,57,60,72,58,50,49,14,Saudi Arabia,Right
16227,58,73,20,185,85,3,2,1,64,54,51,59,36,67,48,55,58,55,42,62,65,46,68,63,68,58,74,58,50,50,55,10,Denmark,Right
16228,58,62,24,185,81,3,2,1,70,46,60,59,57,68,56,43,41,62,65,67,80,56,59,53,58,61,76,59,60,40,51,13,China PR,Right
16229,58,73,18,178,71,3,3,1,65,55,58,58,55,57,55,57,55,60,58,64,65,59,70,48,65,60,56,55,58,61,55,11,Ecuador,Right
16230,58,75,19,169,70,3,2,1,63,42,54,62,47,54,40,40,44,64,33,64,76,55,83,51,44,64,48,58,55,40,49,11,Côte d'Ivoire,Right
16231,58,70,19,183,78,3,2,1,54,54,56,59,54,61,50,51,53,63,43,55,63,58,60,63,55,60,62,62,54,54,47,12,Germany,Right
16232,58,68,20,192,82,2,2,1,53,33,31,40,58,62,30,28,73,38,26,60,58,49,30,42,33,41,69,76,26,32,40,8,France,Left
16233,58,73,20,173,66,4,3,1,59,49,57,60,50,63,37,42,46,65,59,62,68,56,70,55,56,61,64,63,59,42,62,11,United States,Right
16234,58,60,24,178,75,3,2,1,62,53,55,56,53,65,54,51,52,57,57,64,61,55,55,55,63,63,66,64,52,58,53,8,Republic of Ireland,Right
16235,58,61,26,171,71,2,2,1,70,34,55,56,52,59,57,22,42,54,59,69,65,45,79,43,65,71,56,49,52,35,57,12,Republic of Ireland,Left
16236,58,61,25,175,71,3,3,1,70,42,57,60,50,55,62,36,42,58,56,69,70,55,66,52,59,57,61,37,55,46,50,8,Saudi Arabia,Left
16237,58,65,22,182,84,3,2,1,69,55,47,60,24,63,57,61,53,52,37,71,69,52,70,55,71,54,74,45,47,49,44,10,Germany,Right
16238,58,58,32,183,71,3,2,1,67,51,53,57,58,71,47,38,57,59,33,68,63,56,76,73,73,76,71,66,49,38,58,13,China PR,Right
